month,department,claim_type,claim_status,claim_count,claim_amount,avg_processing_days,aging_0_30,aging_31_60,aging_61_90,aging_90_plus
2024-09,Neurology,Lab,Submitted,3,485.29,7.2,3,0,0,0
2024-09,Neurology,Lab,In Review,4,622.52,26.9,2,2,0,0
2024-09,Neurology,Lab,Approved,6,864.11,20.3,5,1,0,0
2024-09,Neurology,Lab,Denied,3,423.1,41.7,0,1,1,1
2024-09,Neurology,Lab,Paid,14,1803.34,22.6,13,1,0,0
2024-09,Neurology,Imaging,Submitted,3,1851.32,7.1,3,0,0,0
2024-09,Neurology,Imaging,In Review,4,3208.69,28.5,2,2,0,0
2024-09,Neurology,Imaging,Approved,6,4431.98,22.1,5,1,0,0
2024-09,Neurology,Imaging,Denied,3,2038.98,49.2,0,1,1,1
2024-09,Neurology,Imaging,Paid,14,10914.02,26.6,13,1,0,0
2024-10,Cardiology,Professional,Submitted,11,5501.84,7.1,10,1,0,0
2024-10,Cardiology,Professional,In Review,16,8545.95,28.2,6,5,3,2
2024-10,Cardiology,Professional,Approved,21,9108.17,22.3,15,5,1,0
2024-10,Cardiology,Professional,Denied,11,5368.11,41.3,1,3,4,3
2024-10,Cardiology,Professional,Paid,51,23672.97,22.1,44,6,1,0
2024-10,Cardiology,Facility,Submitted,8,23097.74,7.0,7,1,0,0
2024-10,Cardiology,Facility,In Review,10,28519.01,24.5,4,3,2,1
2024-10,Cardiology,Facility,Approved,15,52014.59,20.6,11,3,1,0
2024-10,Cardiology,Facility,Denied,9,29590.36,49.0,1,3,3,2
2024-10,Cardiology,Facility,Paid,41,126908.18,22.5,36,4,1,0
2024-10,Cardiology,Pharmacy,Submitted,5,1064.84,6.2,5,0,0,0
2024-10,Cardiology,Pharmacy,In Review,7,1671.43,25.2,3,3,1,0
2024-10,Cardiology,Pharmacy,Approved,8,1535.82,19.6,6,2,0,0
2024-10,Cardiology,Pharmacy,Denied,6,1296.27,41.0,1,2,2,1
2024-10,Cardiology,Pharmacy,Paid,23,4236.39,24.0,20,3,0,0
2024-10,Cardiology,Lab,Submitted,5,735.76,7.3,5,0,0,0
2024-10,Cardiology,Lab,In Review,6,941.51,23.7,3,2,1,0
2024-10,Cardiology,Lab,Approved,8,1292.12,21.0,6,2,0,0
2024-10,Cardiology,Lab,Denied,5,723.0,48.2,0,2,2,1
2024-10,Cardiology,Lab,Paid,23,3469.39,21.8,20,3,0,0
2024-10,Cardiology,Imaging,Submitted,4,2489.28,6.9,4,0,0,0
2024-10,Cardiology,Imaging,In Review,6,3718.73,28.6,3,2,1,0
2024-10,Cardiology,Imaging,Approved,7,5421.0,18.9,5,2,0,0
2024-10,Cardiology,Imaging,Denied,4,2551.46,42.9,0,1,2,1
2024-10,Cardiology,Imaging,Paid,17,11576.97,22.6,15,2,0,0
2024-10,Orthopedics,Professional,Submitted,10,5208.81,6.4,9,1,0,0
2024-10,Orthopedics,Professional,In Review,15,6636.07,26.2,6,5,3,1
2024-10,Orthopedics,Professional,Approved,18,8491.96,18.8,13,4,1,0
2024-10,Orthopedics,Professional,Denied,10,4801.04,47.1,1,3,3,3
2024-10,Orthopedics,Professional,Paid,44,20684.74,23.2,38,5,1,0
2024-10,Orthopedics,Facility,Submitted,7,24869.78,7.1,6,1,0,0
2024-10,Orthopedics,Facility,In Review,10,34373.39,23.6,4,3,2,1
2024-10,Orthopedics,Facility,Approved,12,37712.27,20.0,9,3,0,0
2024-10,Orthopedics,Facility,Denied,8,29154.36,44.5,1,2,3,2
2024-10,Orthopedics,Facility,Paid,33,109101.12,23.3,29,4,0,0
2024-10,Orthopedics,Pharmacy,Submitted,5,1147.5,7.4,5,0,0,0
2024-10,Orthopedics,Pharmacy,In Review,6,1077.73,26.4,3,2,1,0
2024-10,Orthopedics,Pharmacy,Approved,9,1684.93,18.3,7,2,0,0
2024-10,Orthopedics,Pharmacy,Denied,4,906.78,48.9,0,1,2,1
2024-10,Orthopedics,Pharmacy,Paid,22,4000.86,25.9,19,3,0,0
2024-10,Orthopedics,Lab,Submitted,4,544.35,6.7,4,0,0,0
2024-10,Orthopedics,Lab,In Review,6,992.6,26.6,3,2,1,0
2024-10,Orthopedics,Lab,Approved,7,1067.73,20.8,5,2,0,0
2024-10,Orthopedics,Lab,Denied,4,600.61,43.0,0,1,2,1
2024-10,Orthopedics,Lab,Paid,19,2925.55,24.9,17,2,0,0
2024-10,Orthopedics,Imaging,Submitted,3,2163.55,6.4,3,0,0,0
2024-10,Orthopedics,Imaging,In Review,5,3637.09,29.1,2,2,1,0
2024-10,Orthopedics,Imaging,Approved,6,4744.36,18.0,5,1,0,0
2024-10,Orthopedics,Imaging,Denied,4,2515.54,40.6,0,1,2,1
2024-10,Orthopedics,Imaging,Paid,18,13803.19,25.3,16,2,0,0
2024-10,Pediatrics,Professional,Submitted,13,6499.63,7.2,11,2,0,0
2024-10,Pediatrics,Professional,In Review,19,9800.12,25.4,7,6,4,2
2024-10,Pediatrics,Professional,Approved,26,10727.42,19.5,18,6,2,0
2024-10,Pediatrics,Professional,Denied,15,6509.93,41.8,2,5,5,3
2024-10,Pediatrics,Professional,Paid,59,27709.94,27.1,51,6,2,0
2024-10,Pediatrics,Facility,Submitted,10,36540.56,6.9,9,1,0,0
2024-10,Pediatrics,Facility,In Review,14,41387.01,26.7,5,5,3,1
2024-10,Pediatrics,Facility,Approved,16,43656.4,21.1,11,4,1,0
2024-10,Pediatrics,Facility,Denied,10,32458.96,47.9,1,3,3,3
2024-10,Pediatrics,Facility,Paid,41,129182.46,25.6,36,4,1,0
2024-10,Pediatrics,Pharmacy,Submitted,6,1439.25,7.3,5,1,0,0
2024-10,Pediatrics,Pharmacy,In Review,9,1828.72,28.2,4,3,1,1
2024-10,Pediatrics,Pharmacy,Approved,12,2371.29,22.5,9,3,0,0
2024-10,Pediatrics,Pharmacy,Denied,8,1672.69,48.2,1,2,3,2
2024-10,Pediatrics,Pharmacy,Paid,31,7019.6,26.5,27,4,0,0
2024-10,Pediatrics,Lab,Submitted,5,689.43,7.4,5,0,0,0
2024-10,Pediatrics,Lab,In Review,7,1133.0,26.6,3,3,1,0
2024-10,Pediatrics,Lab,Approved,8,1299.42,20.4,6,2,0,0
2024-10,Pediatrics,Lab,Denied,5,625.91,41.5,0,2,2,1
2024-10,Pediatrics,Lab,Paid,21,2921.53,25.2,19,2,0,0
2024-10,Pediatrics,Imaging,Submitted,4,2676.79,6.6,4,0,0,0
2024-10,Pediatrics,Imaging,In Review,7,4878.2,24.2,3,3,1,0
2024-10,Pediatrics,Imaging,Approved,8,6485.14,21.5,6,2,0,0
2024-10,Pediatrics,Imaging,Denied,5,4062.49,47.3,0,2,2,1
2024-10,Pediatrics,Imaging,Paid,23,14241.34,26.5,20,3,0,0
2024-10,Radiology,Professional,Submitted,13,6199.13,7.2,11,2,0,0
2024-10,Radiology,Professional,In Review,16,7917.61,25.9,6,5,3,2
2024-10,Radiology,Professional,Approved,22,11116.18,19.4,15,5,2,0
2024-10,Radiology,Professional,Denied,13,5906.2,47.6,2,4,4,3
2024-10,Radiology,Professional,Paid,59,30370.23,22.4,51,6,2,0
2024-10,Radiology,Facility,Submitted,9,24743.56,6.4,8,1,0,0
2024-10,Radiology,Facility,In Review,12,36794.31,24.3,5,4,2,1
2024-10,Radiology,Facility,Approved,14,38410.11,18.1,10,3,1,0
2024-10,Radiology,Facility,Denied,9,31564.54,46.1,1,3,3,2
2024-10,Radiology,Facility,Paid,40,134227.06,24.8,35,4,1,0
2024-10,Radiology,Pharmacy,Submitted,5,962.59,6.9,5,0,0,0
2024-10,Radiology,Pharmacy,In Review,7,1420.43,27.2,3,3,1,0
2024-10,Radiology,Pharmacy,Approved,10,1982.94,20.2,7,3,0,0
2024-10,Radiology,Pharmacy,Denied,6,1341.89,48.3,1,2,2,1
2024-10,Radiology,Pharmacy,Paid,25,4779.89,24.3,22,3,0,0
2024-10,Radiology,Lab,Submitted,5,830.33,6.5,5,0,0,0
2024-10,Radiology,Lab,In Review,7,1007.24,26.4,3,3,1,0
2024-10,Radiology,Lab,Approved,10,1300.04,20.4,7,3,0,0
2024-10,Radiology,Lab,Denied,6,961.67,47.0,1,2,2,1
2024-10,Radiology,Lab,Paid,26,4190.92,23.7,23,3,0,0
2024-10,Radiology,Imaging,Submitted,5,3337.77,6.9,5,0,0,0
2024-10,Radiology,Imaging,In Review,6,4513.84,24.2,3,2,1,0
2024-10,Radiology,Imaging,Approved,8,5621.45,20.5,6,2,0,0
2024-10,Radiology,Imaging,Denied,4,3048.86,45.7,0,1,2,1
2024-10,Radiology,Imaging,Paid,21,14283.87,22.5,19,2,0,0
2024-10,Oncology,Professional,Submitted,8,3526.42,7.0,7,1,0,0
2024-10,Oncology,Professional,In Review,9,4602.66,25.1,4,3,1,1
2024-10,Oncology,Professional,Approved,13,5992.43,18.2,9,3,1,0
2024-10,Oncology,Professional,Denied,8,3667.34,46.0,1,2,3,2
2024-10,Oncology,Professional,Paid,37,17600.25,27.0,32,4,1,0
2024-10,Oncology,Facility,Submitted,5,14704.73,6.6,5,0,0,0
2024-10,Oncology,Facility,In Review,7,24858.37,27.9,3,3,1,0
2024-10,Oncology,Facility,Approved,9,28724.22,19.6,7,2,0,0
2024-10,Oncology,Facility,Denied,6,17037.74,42.1,1,2,2,1
2024-10,Oncology,Facility,Paid,23,66339.76,25.6,20,3,0,0
2024-10,Oncology,Pharmacy,Submitted,3,706.09,7.5,3,0,0,0
2024-10,Oncology,Pharmacy,In Review,4,838.83,28.6,2,2,0,0
2024-10,Oncology,Pharmacy,Approved,5,1027.01,18.2,4,1,0,0
2024-10,Oncology,Pharmacy,Denied,3,721.44,48.6,0,1,1,1
2024-10,Oncology,Pharmacy,Paid,16,3608.02,25.2,14,2,0,0
2024-10,Oncology,Lab,Submitted,3,430.31,6.4,3,0,0,0
2024-10,Oncology,Lab,In Review,4,537.98,26.7,2,2,0,0
2024-10,Oncology,Lab,Approved,5,739.22,18.9,4,1,0,0
2024-10,Oncology,Lab,Denied,3,434.87,42.1,0,1,1,1
2024-10,Oncology,Lab,Paid,16,2283.07,23.7,14,2,0,0
2024-10,Oncology,Imaging,Submitted,3,2241.54,6.6,3,0,0,0
2024-10,Oncology,Imaging,In Review,3,2318.85,29.7,2,1,0,0
2024-10,Oncology,Imaging,Approved,4,2564.53,18.2,3,1,0,0
2024-10,Oncology,Imaging,Denied,2,1545.39,51.1,0,1,1,0
2024-10,Oncology,Imaging,Paid,12,9376.64,22.6,11,1,0,0
2024-10,General Surgery,Professional,Submitted,7,3192.29,7.0,6,1,0,0
2024-10,General Surgery,Professional,In Review,9,4742.2,30.0,4,3,1,1
2024-10,General Surgery,Professional,Approved,13,6767.3,19.6,9,3,1,0
2024-10,General Surgery,Professional,Denied,7,3655.01,46.8,1,2,3,1
2024-10,General Surgery,Professional,Paid,35,14864.45,23.4,31,3,1,0
2024-10,General Surgery,Facility,Submitted,5,17381.18,7.4,5,0,0,0
2024-10,General Surgery,Facility,In Review,6,19163.35,23.8,3,2,1,0
2024-10,General Surgery,Facility,Approved,8,24632.35,20.5,6,2,0,0
2024-10,General Surgery,Facility,Denied,5,15349.48,47.1,0,2,2,1
2024-10,General Surgery,Facility,Paid,22,64944.31,23.6,19,3,0,0
2024-10,General Surgery,Pharmacy,Submitted,3,691.5,6.2,3,0,0,0
2024-10,General Surgery,Pharmacy,In Review,4,940.8,26.1,2,2,0,0
2024-10,General Surgery,Pharmacy,Approved,5,1202.72,18.2,4,1,0,0
2024-10,General Surgery,Pharmacy,Denied,4,928.25,41.9,0,1,2,1
2024-10,General Surgery,Pharmacy,Paid,15,3121.4,26.6,13,2,0,0
2024-10,General Surgery,Lab,Submitted,3,378.15,7.1,3,0,0,0
2024-10,General Surgery,Lab,In Review,4,601.11,27.4,2,2,0,0
2024-10,General Surgery,Lab,Approved,5,802.44,17.9,4,1,0,0
2024-10,General Surgery,Lab,Denied,3,490.58,50.7,0,1,1,1
2024-10,General Surgery,Lab,Paid,14,2015.63,22.7,13,1,0,0
2024-10,General Surgery,Imaging,Submitted,2,1600.94,6.8,2,0,0,0
2024-10,General Surgery,Imaging,In Review,3,1887.54,26.2,2,1,0,0
2024-10,General Surgery,Imaging,Approved,4,3055.74,18.1,3,1,0,0
2024-10,General Surgery,Imaging,Denied,2,1393.48,41.4,0,1,1,0
2024-10,General Surgery,Imaging,Paid,11,8281.85,22.2,10,1,0,0
2024-10,Neurology,Professional,Submitted,8,3546.09,6.8,7,1,0,0
2024-10,Neurology,Professional,In Review,10,4750.17,29.0,4,3,2,1
2024-10,Neurology,Professional,Approved,16,7317.25,20.8,11,4,1,0
2024-10,Neurology,Professional,Denied,8,3909.37,43.1,1,2,3,2
2024-10,Neurology,Professional,Paid,39,16876.39,27.2,34,4,1,0
2024-10,Neurology,Facility,Submitted,6,20793.58,6.0,5,1,0,0
2024-10,Neurology,Facility,In Review,9,26920.45,24.5,4,3,1,1
2024-10,Neurology,Facility,Approved,11,34881.16,20.2,8,3,0,0
2024-10,Neurology,Facility,Denied,6,16662.42,40.8,1,2,2,1
2024-10,Neurology,Facility,Paid,28,92929.48,21.9,25,3,0,0
2024-10,Neurology,Pharmacy,Submitted,4,879.48,7.2,4,0,0,0
2024-10,Neurology,Pharmacy,In Review,5,1065.2,27.3,2,2,1,0
2024-10,Neurology,Pharmacy,Approved,6,1091.35,17.7,5,1,0,0
2024-10,Neurology,Pharmacy,Denied,4,764.46,47.2,0,1,2,1
2024-10,Neurology,Pharmacy,Paid,17,3462.51,26.5,15,2,0,0
2024-10,Neurology,Lab,Submitted,3,471.11,6.7,3,0,0,0
2024-10,Neurology,Lab,In Review,4,619.48,28.0,2,2,0,0
2024-10,Neurology,Lab,Approved,6,996.07,20.8,5,1,0,0
2024-10,Neurology,Lab,Denied,4,505.16,43.4,0,1,2,1
2024-10,Neurology,Lab,Paid,15,2260.23,24.6,13,2,0,0
2024-10,Neurology,Imaging,Submitted,3,2291.0,7.2,3,0,0,0
2024-10,Neurology,Imaging,In Review,4,3114.01,29.3,2,2,0,0
2024-10,Neurology,Imaging,Approved,5,3812.97,22.4,4,1,0,0
2024-10,Neurology,Imaging,Denied,3,1976.82,51.3,0,1,1,1
2024-10,Neurology,Imaging,Paid,13,8898.25,22.6,12,1,0,0
2024-11,Cardiology,Professional,Submitted,11,5266.13,7.5,10,1,0,0
2024-11,Cardiology,Professional,In Review,15,7231.59,29.6,6,5,3,1
2024-11,Cardiology,Professional,Approved,21,9292.92,18.0,15,5,1,0
2024-11,Cardiology,Professional,Denied,12,6355.9,46.9,2,3,4,3
2024-11,Cardiology,Professional,Paid,49,25223.0,25.9,43,5,1,0
2024-11,Cardiology,Facility,Submitted,8,27782.98,7.0,7,1,0,0
2024-11,Cardiology,Facility,In Review,11,36912.86,27.3,4,4,2,1
2024-11,Cardiology,Facility,Approved,14,47617.03,20.9,10,3,1,0
2024-11,Cardiology,Facility,Denied,9,25574.35,48.6,1,3,3,2
2024-11,Cardiology,Facility,Paid,38,115845.22,24.0,33,4,1,0
2024-11,Cardiology,Pharmacy,Submitted,5,1163.46,6.9,5,0,0,0
2024-11,Cardiology,Pharmacy,In Review,7,1574.44,27.3,3,3,1,0
2024-11,Cardiology,Pharmacy,Approved,10,1819.73,18.1,7,3,0,0
2024-11,Cardiology,Pharmacy,Denied,6,1147.84,47.5,1,2,2,1
2024-11,Cardiology,Pharmacy,Paid,25,4680.02,24.5,22,3,0,0
2024-11,Cardiology,Lab,Submitted,5,724.2,6.3,5,0,0,0
2024-11,Cardiology,Lab,In Review,7,1001.15,28.9,3,3,1,0
2024-11,Cardiology,Lab,Approved,9,1218.64,21.6,7,2,0,0
2024-11,Cardiology,Lab,Denied,5,654.87,47.0,0,2,2,1
2024-11,Cardiology,Lab,Paid,24,3694.56,23.6,21,3,0,0
2024-11,Cardiology,Imaging,Submitted,4,2916.88,6.8,4,0,0,0
2024-11,Cardiology,Imaging,In Review,5,3435.71,30.0,2,2,1,0
2024-11,Cardiology,Imaging,Approved,7,5495.15,21.1,5,2,0,0
2024-11,Cardiology,Imaging,Denied,4,2566.81,43.0,0,1,2,1
2024-11,Cardiology,Imaging,Paid,18,13297.46,27.7,16,2,0,0
2024-11,Orthopedics,Professional,Submitted,10,4474.17,6.2,9,1,0,0
2024-11,Orthopedics,Professional,In Review,17,7512.77,25.2,6,6,3,2
2024-11,Orthopedics,Professional,Approved,20,9761.82,19.0,14,5,1,0
2024-11,Orthopedics,Professional,Denied,12,5063.63,41.0,2,3,4,3
2024-11,Orthopedics,Professional,Paid,46,21184.89,27.7,40,5,1,0
2024-11,Orthopedics,Facility,Submitted,8,24229.09,7.1,7,1,0,0
2024-11,Orthopedics,Facility,In Review,11,33697.96,30.4,4,4,2,1
2024-11,Orthopedics,Facility,Approved,13,44702.42,19.1,9,3,1,0
2024-11,Orthopedics,Facility,Denied,8,25684.53,51.4,1,2,3,2
2024-11,Orthopedics,Facility,Paid,37,114729.81,27.5,32,4,1,0
2024-11,Orthopedics,Pharmacy,Submitted,5,918.37,6.2,5,0,0,0
2024-11,Orthopedics,Pharmacy,In Review,7,1297.12,30.2,3,3,1,0
2024-11,Orthopedics,Pharmacy,Approved,9,1998.21,21.0,7,2,0,0
2024-11,Orthopedics,Pharmacy,Denied,6,1149.13,47.2,1,2,2,1
2024-11,Orthopedics,Pharmacy,Paid,24,5146.45,23.0,21,3,0,0
2024-11,Orthopedics,Lab,Submitted,4,595.87,6.7,4,0,0,0
2024-11,Orthopedics,Lab,In Review,6,950.23,25.0,3,2,1,0
2024-11,Orthopedics,Lab,Approved,8,1293.83,19.6,6,2,0,0
2024-11,Orthopedics,Lab,Denied,5,646.15,50.9,0,2,2,1
2024-11,Orthopedics,Lab,Paid,21,2617.28,24.9,19,2,0,0
2024-11,Orthopedics,Imaging,Submitted,3,2165.81,6.1,3,0,0,0
2024-11,Orthopedics,Imaging,In Review,5,3343.3,27.4,2,2,1,0
2024-11,Orthopedics,Imaging,Approved,6,4919.15,20.3,5,1,0,0
2024-11,Orthopedics,Imaging,Denied,4,2754.6,50.3,0,1,2,1
2024-11,Orthopedics,Imaging,Paid,15,11472.23,22.4,13,2,0,0
2024-11,Pediatrics,Professional,Submitted,15,7075.18,6.8,13,2,0,0
2024-11,Pediatrics,Professional,In Review,20,8952.11,28.2,7,7,4,2
2024-11,Pediatrics,Professional,Approved,26,12573.89,18.6,18,6,2,0
2024-11,Pediatrics,Professional,Denied,17,7217.63,47.7,3,5,5,4
2024-11,Pediatrics,Professional,Paid,61,26171.35,22.0,53,7,1,0
2024-11,Pediatrics,Facility,Submitted,9,28986.14,7.1,8,1,0,0
2024-11,Pediatrics,Facility,In Review,13,37109.37,24.2,5,5,2,1
2024-11,Pediatrics,Facility,Approved,17,56900.62,20.6,12,4,1,0
2024-11,Pediatrics,Facility,Denied,9,31485.01,41.6,1,3,3,2
2024-11,Pediatrics,Facility,Paid,43,121930.59,25.8,37,5,1,0
2024-11,Pediatrics,Pharmacy,Submitted,6,1090.73,6.9,5,1,0,0
2024-11,Pediatrics,Pharmacy,In Review,8,1771.92,24.6,3,3,1,1
2024-11,Pediatrics,Pharmacy,Approved,10,2234.27,18.2,7,3,0,0
2024-11,Pediatrics,Pharmacy,Denied,6,1382.75,49.7,1,2,2,1
2024-11,Pediatrics,Pharmacy,Paid,30,5971.33,25.0,26,4,0,0
2024-11,Pediatrics,Lab,Submitted,5,773.81,6.1,5,0,0,0
2024-11,Pediatrics,Lab,In Review,8,1207.78,27.1,3,3,1,1
2024-11,Pediatrics,Lab,Approved,10,1311.39,19.6,7,3,0,0
2024-11,Pediatrics,Lab,Denied,6,880.69,46.6,1,2,2,1
2024-11,Pediatrics,Lab,Paid,25,3832.02,24.2,22,3,0,0
2024-11,Pediatrics,Imaging,Submitted,5,3607.34,6.8,5,0,0,0
2024-11,Pediatrics,Imaging,In Review,7,4838.01,30.0,3,3,1,0
2024-11,Pediatrics,Imaging,Approved,8,5989.99,19.0,6,2,0,0
2024-11,Pediatrics,Imaging,Denied,4,2826.25,40.9,0,1,2,1
2024-11,Pediatrics,Imaging,Paid,19,14071.22,26.2,17,2,0,0
2024-11,Radiology,Professional,Submitted,11,5992.37,7.2,10,1,0,0
2024-11,Radiology,Professional,In Review,16,8142.44,25.3,6,5,3,2
2024-11,Radiology,Professional,Approved,19,10349.19,21.1,13,4,2,0
2024-11,Radiology,Professional,Denied,13,7117.4,43.3,2,4,4,3
2024-11,Radiology,Professional,Paid,50,25042.57,22.0,44,5,1,0
2024-11,Radiology,Facility,Submitted,9,29754.23,6.4,8,1,0,0
2024-11,Radiology,Facility,In Review,12,34322.28,29.7,5,4,2,1
2024-11,Radiology,Facility,Approved,14,49685.32,20.3,10,3,1,0
2024-11,Radiology,Facility,Denied,9,28805.72,43.0,1,3,3,2
2024-11,Radiology,Facility,Paid,39,137893.51,26.6,34,4,1,0
2024-11,Radiology,Pharmacy,Submitted,5,1162.4,7.3,5,0,0,0
2024-11,Radiology,Pharmacy,In Review,7,1270.71,29.9,3,3,1,0
2024-11,Radiology,Pharmacy,Approved,9,1811.17,21.6,7,2,0,0
2024-11,Radiology,Pharmacy,Denied,5,1155.45,41.6,0,2,2,1
2024-11,Radiology,Pharmacy,Paid,25,5983.62,27.8,22,3,0,0
2024-11,Radiology,Lab,Submitted,5,676.91,7.5,5,0,0,0
2024-11,Radiology,Lab,In Review,8,1171.96,26.5,3,3,1,1
2024-11,Radiology,Lab,Approved,8,1191.54,21.3,6,2,0,0
2024-11,Radiology,Lab,Denied,5,704.56,47.1,0,2,2,1
2024-11,Radiology,Lab,Paid,22,3628.18,23.6,19,3,0,0
2024-11,Radiology,Imaging,Submitted,3,2391.27,7.4,3,0,0,0
2024-11,Radiology,Imaging,In Review,5,3224.42,26.8,2,2,1,0
2024-11,Radiology,Imaging,Approved,7,5396.56,18.2,5,2,0,0
2024-11,Radiology,Imaging,Denied,4,2778.73,45.9,0,1,2,1
2024-11,Radiology,Imaging,Paid,18,11611.48,23.2,16,2,0,0
2024-11,Oncology,Professional,Submitted,6,3292.9,6.4,5,1,0,0
2024-11,Oncology,Professional,In Review,9,3836.73,28.8,4,3,1,1
2024-11,Oncology,Professional,Approved,13,6782.41,20.9,9,3,1,0
2024-11,Oncology,Professional,Denied,8,3729.67,50.3,1,2,3,2
2024-11,Oncology,Professional,Paid,34,13880.44,24.8,30,3,1,0
2024-11,Oncology,Facility,Submitted,5,17661.74,6.0,5,0,0,0
2024-11,Oncology,Facility,In Review,7,25680.65,27.0,3,3,1,0
2024-11,Oncology,Facility,Approved,9,29714.4,21.8,7,2,0,0
2024-11,Oncology,Facility,Denied,5,14803.37,47.5,0,2,2,1
2024-11,Oncology,Facility,Paid,25,75162.56,24.1,22,3,0,0
2024-11,Oncology,Pharmacy,Submitted,3,550.05,6.9,3,0,0,0
2024-11,Oncology,Pharmacy,In Review,5,949.34,27.9,2,2,1,0
2024-11,Oncology,Pharmacy,Approved,7,1474.6,19.8,5,2,0,0
2024-11,Oncology,Pharmacy,Denied,4,876.13,49.7,0,1,2,1
2024-11,Oncology,Pharmacy,Paid,18,3966.88,27.2,16,2,0,0
2024-11,Oncology,Lab,Submitted,3,494.6,7.4,3,0,0,0
2024-11,Oncology,Lab,In Review,4,496.51,27.8,2,2,0,0
2024-11,Oncology,Lab,Approved,6,935.14,20.4,5,1,0,0
2024-11,Oncology,Lab,Denied,3,401.68,50.6,0,1,1,1
2024-11,Oncology,Lab,Paid,13,2018.84,23.6,12,1,0,0
2024-11,Oncology,Imaging,Submitted,3,1998.05,7.0,3,0,0,0
2024-11,Oncology,Imaging,In Review,4,2521.49,26.3,2,2,0,0
2024-11,Oncology,Imaging,Approved,5,3839.37,20.5,4,1,0,0
2024-11,Oncology,Imaging,Denied,3,1905.75,42.1,0,1,1,1
2024-11,Oncology,Imaging,Paid,12,9141.12,26.7,11,1,0,0
2024-11,General Surgery,Professional,Submitted,6,3018.96,6.3,5,1,0,0
2024-11,General Surgery,Professional,In Review,9,4499.42,25.2,4,3,1,1
2024-11,General Surgery,Professional,Approved,11,4830.68,22.3,8,3,0,0
2024-11,General Surgery,Professional,Denied,6,2552.4,41.1,1,2,2,1
2024-11,General Surgery,Professional,Paid,26,11325.3,25.5,23,3,0,0
2024-11,General Surgery,Facility,Submitted,4,11103.36,6.6,4,0,0,0
2024-11,General Surgery,Facility,In Review,5,16516.2,28.3,2,2,1,0
2024-11,General Surgery,Facility,Approved,8,23482.96,22.1,6,2,0,0
2024-11,General Surgery,Facility,Denied,5,13871.92,45.6,0,2,2,1
2024-11,General Surgery,Facility,Paid,21,63387.62,24.1,19,2,0,0
2024-11,General Surgery,Pharmacy,Submitted,3,718.25,6.2,3,0,0,0
2024-11,General Surgery,Pharmacy,In Review,4,715.34,26.5,2,2,0,0
2024-11,General Surgery,Pharmacy,Approved,6,1380.87,22.3,5,1,0,0
2024-11,General Surgery,Pharmacy,Denied,3,620.31,45.0,0,1,1,1
2024-11,General Surgery,Pharmacy,Paid,13,3065.4,24.8,12,1,0,0
2024-11,General Surgery,Lab,Submitted,3,473.39,6.3,3,0,0,0
2024-11,General Surgery,Lab,In Review,4,616.67,29.4,2,2,0,0
2024-11,General Surgery,Lab,Approved,4,522.65,20.2,3,1,0,0
2024-11,General Surgery,Lab,Denied,3,495.7,47.4,0,1,1,1
2024-11,General Surgery,Lab,Paid,12,1575.35,25.7,11,1,0,0
2024-11,General Surgery,Imaging,Submitted,2,1584.64,6.6,2,0,0,0
2024-11,General Surgery,Imaging,In Review,3,1859.42,25.5,2,1,0,0
2024-11,General Surgery,Imaging,Approved,4,2759.38,18.7,3,1,0,0
2024-11,General Surgery,Imaging,Denied,2,1265.06,48.1,0,1,1,0
2024-11,General Surgery,Imaging,Paid,10,7240.01,24.8,9,1,0,0
2024-11,Neurology,Professional,Submitted,7,2916.42,7.5,6,1,0,0
2024-11,Neurology,Professional,In Review,9,4220.9,23.9,4,3,1,1
2024-11,Neurology,Professional,Approved,14,6047.0,22.4,10,3,1,0
2024-11,Neurology,Professional,Denied,7,3683.35,48.0,1,2,3,1
2024-11,Neurology,Professional,Paid,33,14425.9,24.0,29,4,0,0
2024-11,Neurology,Facility,Submitted,6,17329.64,6.5,5,1,0,0
2024-11,Neurology,Facility,In Review,8,22701.9,28.1,3,3,1,1
2024-11,Neurology,Facility,Approved,10,29363.69,22.1,7,3,0,0
2024-11,Neurology,Facility,Denied,7,24239.67,41.2,1,2,3,1
2024-11,Neurology,Facility,Paid,30,98152.47,24.9,26,4,0,0
2024-11,Neurology,Pharmacy,Submitted,4,851.06,7.3,4,0,0,0
2024-11,Neurology,Pharmacy,In Review,5,1143.46,28.4,2,2,1,0
2024-11,Neurology,Pharmacy,Approved,7,1348.94,18.9,5,2,0,0
2024-11,Neurology,Pharmacy,Denied,4,840.35,47.4,0,1,2,1
2024-11,Neurology,Pharmacy,Paid,17,3620.8,26.6,15,2,0,0
2024-11,Neurology,Lab,Submitted,3,383.8,7.0,3,0,0,0
2024-11,Neurology,Lab,In Review,5,671.21,26.0,2,2,1,0
2024-11,Neurology,Lab,Approved,5,738.98,19.9,4,1,0,0
2024-11,Neurology,Lab,Denied,3,486.06,43.0,0,1,1,1
2024-11,Neurology,Lab,Paid,15,2236.86,22.1,13,2,0,0
2024-11,Neurology,Imaging,Submitted,3,2266.6,6.0,3,0,0,0
2024-11,Neurology,Imaging,In Review,4,2887.38,24.3,2,2,0,0
2024-11,Neurology,Imaging,Approved,5,3599.3,18.9,4,1,0,0
2024-11,Neurology,Imaging,Denied,3,2024.81,43.9,0,1,1,1
2024-11,Neurology,Imaging,Paid,12,9333.25,26.1,11,1,0,0
